room_name;owner_name;region;location;room_size;is_electricity_included;price_before_discount_bs;all_facilities_bs;room_availability_bs;deposit_amount_bs;price;rating;rating_count;transaction_count;tipe_kos;discount_amount;url
Kost Makmur Jaya 198 Tipe A Penjaringan Jakarta Utara;MakmurJaya;Jakarta Utara;Kecamatan Penjaringan;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Cermin; Kursi; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; CCTV; Jemuran; Balcon; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp300.000;Rp1.700.000;4.8;Not found;Not found;Kos Campur;Diskon 180rb;https://mamikos.com/room/kost-jakarta-utara-kost-campur-eksklusif-kost-makmur-jaya-198-tipe-a-penjaringan-jakarta-utara-2?redirection_source=list%20kos%20result%20boundary
Kost Mama Adam Cibodas Tangerang;Enthi Maryati;Tangerang;Cibodas;2 x 3 meter;Termasuk listrik (implied);N/A;"2 x 3 meter; Termasuk listrik; Kasur; Lemari Baju; Kloset Jongkok; K. Mandi Luar; Ember mandi; Parkir Motor";Kamar penuh,lihat kos lainnya;N/A;Rp500.000;5.0;(1);4 transaksi berhasil di kos ini;Kos Putra;Not found;https://mamikos.com/room/kost-tangerang-kost-putra-murah-kost-mama-adam-cibodas-tangerang?redirection_source=list%20kos%20result%20boundary
Kost Mama Inul Tipe A Mampang Prapatan Jakarta Selatan;ROFIAH;Jakarta Selatan;Mampang Prapatan;2.5 x 3 meter;Termasuk listrik (implied);N/A;"2.5 x 3 meter; Termasuk listrik; Kasur; Lemari Baju; Bantal; Guling; Jendela; Kipas Angin; K. Mandi Dalam; Ember mandi; WiFi; Balcon; Jemuran; Pengurus Kos";Tersisa2 kamar;N/A;Rp1.300.000;5.0;(1);1 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-kota-jakarta-selatan-kost-campur-eksklusif-kost-mama-inul-tipe-a-mampang-prapatan-jakarta-selatan?redirection_source=list%20kos%20result%20boundary
Kost Mama Nia Tipe A Koja Jakarta Utara;siti rahmania;Jakarta Utara;Koja;3.5 x 5 meter;Tidak termasuk listrik;N/A;"3.5 x 5 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; TV Kabel; Bantal; Cermin; Dapur Pribadi; K. Mandi Dalam; Kloset Duduk; Shower; Bak mandi; R. Cuci; Penjaga Kos; R. Jemur; R. Santai; Dapur; Jemuran; Pengurus Kos; Parkir Motor; Parkir Sepeda";Tersisa1 kamar;Rp100.000;Rp1.400.000;Not found;Not found;5 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-kota-jakarta-utara-kost-campur-eksklusif-kost-mama-nia-tipe-a-koja-jakarta-utara?redirection_source=list%20kos%20result%20boundary
Kost Mama Papa Tangerang Tangerang;grace;Tangerang;Tangerang;2 x 3 meter;Tidak termasuk listrik;N/A;"2 x 3 meter; Tidak termasuk listrik; AC; Kasur; TV; Lemari Baju; Ventilasi; Cleaning service; Meja makan; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; R. Cuci; Kulkas; R. Tamu; Mesin Cuci; Penjaga Kos; R. Makan; R. Jemur; Mushola; R. Santai; Parkir Motor";N/A;Rp200.000;Rp1.400.000;4.4;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kota-tangerang-kost-campur-eksklusif-kost-mama-papa-tangerang-tangerang-1?redirection_source=list%20kos%20result%20boundary
Kost Mama Rika Cimanggis Depok;Mochamad Eko;Depok;Cimanggis;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Kipas Angin; Kloset Jongkok; K. Mandi Luar; Ember mandi; WiFi; TV; Parkir Motor";Kamar penuh,lihat kos lainnya;N/A;Rp700.000;3.8;Not found;1 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-depok-kost-campur-eksklusif-kost-mama-rika-cimanggis-depok-?redirection_source=list%20kos%20result%20boundary
Kost Mama Tipe B Cileungsi Bogor;Rivainnudin;Bogor;Cileungsi;2.5 x 4 meter;Termasuk listrik (implied);N/A;"2.5 x 4 meter; Termasuk listrik; Kasur; Lemari Baju; Ventilasi; Bantal; Cermin; Jendela; Kipas Angin; Kloset Jongkok; K. Mandi Luar; Ember mandi; Kulkas; R. Cuci; Mesin Cuci; R. Tamu; R. Jemur; R. Makan; R. Santai; Dapur; Jemuran; Pengurus Kos; Parkir Motor; Parkir Motor & Sepeda";Tersisa1 kamar;N/A;Rp500.000;5.0;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-kabupaten-bogor-kost-putri-murah-kost-mama-tipe-b-cileungsi-bogor?redirection_source=list%20kos%20result%20boundary
Kost Mama Wulan Cibinong Bogor;umisumiyati;Bogor;Kecamatan Cibinong;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Ventilasi; Jendela; Wastafel; Bantal; Cermin; Guling; Kipas Angin; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Bak mandi; WiFi; Laundry; R. Jemur; R. Santai; Dapur; Balcon; Jemuran; Jual Makanan; Locker; CCTV; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;N/A;Rp970.000;Not found;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kabupaten-bogor-kost-campur-murah-kost-mama-wulan-cibinong-bogor?redirection_source=list%20kos%20result%20boundary
Kost Mama Yuli Serpong Tangerang Selatan;Yosephin Jasmine Safitri;Tangerang Selatan;Kecamatan Serpong;3 x 3 meter;Termasuk listrik (implied);N/A;"3 x 3 meter; Termasuk listrik; AC; Kasur; Bantal; Jendela; K. Mandi Luar; WiFi; Kulkas; Mesin Cuci; Penjaga Kos; R. Makan; R. Santai; Dapur; Dispenser; Balcon; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda";Tersisa2 kamar;N/A;Rp1.200.000;Not found;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-kota-tangerang-selatan-kost-putri-eksklusif-kost-mama-yuli-serpong-tangerang-selatan-2?redirection_source=list%20kos%20result%20boundary
Kost Mamah Beehome Pamulang Tangerang Selatan;Hadi;Tangerang Selatan;Kecamatan Pamulang;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Cermin; Jendela; Bantal; Guling; Kursi; Cleaning service; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; WiFi; Kulkas; R. Tamu; R. Jemur; R. Santai; Dapur; Pengurus Kos; K. Mandi Luar; Locker; CCTV; Parkir Motor; Parkir Sepeda";Tersisa2 kamar;Rp300.000;Rp1.400.000;Not found;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-kota-tangerang-selatan-kost-putri-eksklusif-kost-mamah-beehome-pamulang-tangerang-selatan?redirection_source=list%20kos%20result%20boundary
Kost Mamah Dedeh Type B Cikarang Pusat Bekasi;Budi Prabowo;Bekasi;Cikarang Pusat;3 x 8 meter;Tidak termasuk listrik;N/A;"3 x 8 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Kulkas; Lemari Baju; Ventilasi; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; R. Santai; Dapur; Dispenser; Balcon; Parkir Mobil; Parkir Motor; Parkir Sepeda";Tersisa3 kamar;N/A;Rp1.350.000;Not found;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-kabupaten-bekasi-kost-putri-eksklusif-kost-mamah-dedeh-type-b-cikarang-pusat-bekasi-1?redirection_source=list%20kos%20result%20boundary
Kost Mamah Tambun Selatan Bekasi;Mamah Putri;Bekasi;Kecamatan Tambun Selatan;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Ventilasi; Bantal; Jendela; Guling; K. Mandi Dalam; Kloset Jongkok; K. Mandi Luar; Ember mandi; Bak mandi; WiFi; R. Tamu; R. Jemur; R. Santai; Balcon; CCTV; Jemuran; Pengurus Kos; Parkir Motor";Kamar penuh,lihat kos lainnya;N/A;Rp650.000;Not found;Not found;1 transaksi berhasil di kos ini;Kos Putri;Not found;https://mamikos.com/room/kost-kabupaten-bekasi-kost-putri-murah-kost-mamah-tambun-selatan-bekasi-2?redirection_source=list%20kos%20result%20boundary
Kost Mamanesi Tipe A Cinere Depok;Nesia Dalianti Nasution;Depok;Cinere;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Cermin; Cleaning service; Guling; Kursi; Jendela; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; Kulkas; Laundry; Penjaga Kos; R. Santai; Dapur; Dispenser; CCTV; Jemuran; Jual Makanan; Parkir Mobil; Parkir Motor";Tersisa1 kamar;Rp100.000/3 hari;Rp2.200.000;4.9;Not found;2 transaksi berhasil di kos ini;Kos Campur;Diskon 230rb;https://mamikos.com/room/kost-kota-depok-kost-campur-eksklusif-kost-mamanesi-tipe-a-cinere-depok?redirection_source=list%20kos%20result%20boundary
Kost Mamanesi Tipe D Executive Cinere Depok;Nesia Dalianti Nasution;Depok;Cinere;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Kulkas; Lemari Baju; Ventilasi; Bantal; Cermin; Cleaning service; Guling; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; Air panas; WiFi; Laundry; Penjaga Kos; R. Makan; R. Santai; Dapur; Dispenser; CCTV; Jemuran; Parkir Mobil; Parkir Motor";Tersisa2 kamar;Rp100.000/3 hari;Rp2.700.000;4.9;Not found;Not found;Kos Putri;Diskon 125rb;https://mamikos.com/room/kost-kota-depok-kost-putri-eksklusif-kost-mamanesi-tipe-d-executive-cinere-depok-2?redirection_source=list%20kos%20result%20boundary
Kost Mami Anna Kelapa Gading Jakarta Utara;Sherla;Jakarta Utara;Kelapa Gading;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Dispenser; Lemari Baju; Kulkas; Ventilasi; Bantal; Cermin; Guling; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Laundry; Penjaga Kos; R. Tamu; R. Jemur; Dapur; Balcon; CCTV; Parkir Mobil; Parkir Motor; Parkir Sepeda";Tersisa2 kamar;N/A;Rp2.000.000;4.8;(2);8 transaksi berhasil di kos ini;Kos Campur;Diskon 105rb;https://mamikos.com/room/kost-kota-jakarta-utara-kost-campur-eksklusif-kost-mami-anna-kelapa-gading-jakarta-utara?redirection_source=list%20kos%20result%20boundary
Kost Mami Eryda Tipe A Pulo Gadung Jakarta Timur;Eryda Sinaga;Jakarta Timur;Pulo Gadung;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Ventilasi; Bantal; Cermin; Guling; Jendela; Kipas Angin; Kursi; Kloset Duduk; K. Mandi Luar; Ember mandi; Wastafel; Bak mandi; Kulkas; R. Tamu; R. Jemur; Dapur; Jemuran; Pengurus Kos; Taman; Parkir Motor; Parkir Sepeda";Tersisa1 kamar;N/A;Rp1.200.000;4.8;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kota-jakarta-timur-kost-campur-eksklusif-kost-mami-eryda-tipe-a-pulo-gadung-jakarta-timur?redirection_source=list%20kos%20result%20boundary
Kost Mami Gibbor Tipe A Tanjung Priok Jakarta Utara;Audrey;Jakarta Utara;Kecamatan Tanjung Priok;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; Ventilasi; Kloset Jongkok; K. Mandi Luar; Ember mandi; R. Cuci; Penjaga Kos; R. Jemur; Dapur; Jemuran; Pengurus Kos; Parkir Motor; Parkir Sepeda";Tersisa2 kamar;Rp50.000/hari;Rp900.000;4.5;Not found;Not found;Kos Campur;Diskon 43rb;https://mamikos.com/room/kost-jakarta-utara-kost-campur-murah-kos-mami-gibbor-tipe-a-tanjung-priok-jakarta-utara-2?redirection_source=list%20kos%20result%20boundary
Kost Mami Jeje Cakung Jakarta Timur;suprayogi;Jakarta Timur;Cakung;3 x 3 meter;Termasuk listrik (implied);N/A;"3 x 3 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Kipas Angin; Bantal; Cermin; Guling; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower; WiFi; R. Cuci; Kulkas; R. Tamu; Mesin Cuci; R. Makan; R. Jemur; Mushola; R. Santai; Dapur; Parkir Motor; Parkir Sepeda";Tersisa1 kamar;N/A;Rp1.350.000;Not found;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-jakarta-timur-kost-putri-murah-kost-mami-jeje-cakung-jakarta-timur?redirection_source=list%20kos%20result%20boundary
Kost Mami Tipe A Limo Depok;Kost Mami;Depok;Kecamatan Limo;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Bantal; Kipas Angin; Dapur Pribadi; Jendela; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; WiFi; Laundry; Penjaga Kos; R. Jemur; R. Santai; Dapur; Balcon; Jemuran; Jual Makanan; Parkir Mobil; Parkir Motor; Parkir Sepeda";N/A;N/A;Rp1.500.000;Not found;Not found;1 transaksi berhasil di kos ini;Kos Putri;Not found;https://mamikos.com/room/kost-kota-depok-kost-putri-eksklusif-kost-mami-tipe-a-limo-depok-2?redirection_source=list%20kos%20result%20boundary
Kost Mandala Guest House Tipe VVIP Grogol Petamburan Jakarta Barat;Teh Dina;Jakarta Barat;Grogol petamburan;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Wastafel; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Tamu; Penjaga Kos; Dapur; Balcon; Kartu Akses; Jual Makanan; Parkir Motor";Tersisa2 kamar;N/A;Rp1.600.000;4.6;Not found;Not found;Kos Campur;Diskon 112rb;https://mamikos.com/room/kost-jakarta-barat-kost-campur-eksklusif-kost-mandala-guest-house-tipe-vvip-grogol-petamburan-jakarta-barat?redirection_source=list%20kos%20result%20boundary
Kost Mango Premium Cilandak Jakarta Selatan;Bimo Wicaksono;Jakarta Selatan;Kecamatan Cilandak;5 x 5 meter;Tidak termasuk listrik;N/A;"5 x 5 meter; Tidak termasuk listrik; AC; Kasur; Meja Rias; TV; Kulkas; Lemari Baju; Bantal; Cermin; Cleaning service; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Penjaga Kos; R. Santai; Dapur; Dispenser; CCTV; Jual Makanan; K. Mandi Luar; Kartu Akses; Parkir Mobil; Parkir Motor";Kamar penuh,lihat tipe kamar lainnya;Rp1.000.000;Rp6.499.000;4.5;(2);13 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-kota-jakarta-selatan-kost-campur-eksklusif-kost-mango-premium-cilandak-jakarta-selatan?redirection_source=list%20kos%20result%20boundary
Kost Marina Home Tipe Double Pondok Aren Tangerang Selatan;Taruli Marina;Tangerang Selatan;Pondok Aren;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Cermin; Guling; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; K. Mandi Luar; Shower; WiFi; Kulkas; R. Cuci; R. Jemur; R. Santai; Dapur; Jemuran; Pengurus Kos; R. Keluarga; Rooftop; Parkir Motor";Tersisa1 kamar;N/A;Rp1.400.000;4.8;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-kota-tangerang-selatan-kost-putri-eksklusif-kost-marina-home-tipe-double-pondok-aren-tangerang-selatan?redirection_source=list%20kos%20result%20boundary
Kost Marina Home Tipe VIP A Pondok Aren Tangerang Selatan;Taruli Marina;Tangerang Selatan;Kecamatan Pondok Aren;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; K. Mandi Luar; Shower; WiFi; Kulkas; R. Cuci; R. Jemur; R. Santai; Dapur; Jemuran; Pengurus Kos; R. Keluarga; Rooftop; Parkir Motor";Tersisa1 kamar;N/A;Rp1.500.000;5.0;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-kota-tangerang-selatan-kost-putri-eksklusif-kost-marina-home-tipe-vip-a-pondok-aren-tangerang-selatan-2?redirection_source=list%20kos%20result%20boundary
Kost Marina Home Tipe VIP B Pondok Aren Tangerang Selatan;Taruli Marina;Tangerang Selatan;Kecamatan Pondok Aren;3 x 3.5 meter;Tidak termasuk listrik;N/A;"3 x 3.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; Guling; Kursi; K. Mandi Dalam; Kloset Duduk; K. Mandi Luar; Shower; WiFi; Kulkas; R. Cuci; R. Jemur; R. Santai; Dapur; Jemuran; Pengurus Kos; R. Keluarga; Rooftop; Parkir Motor";Tersisa1 kamar;N/A;Rp1.700.000;5.0;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-kota-tangerang-selatan-kost-putri-eksklusif-kost-marina-home-tipe-vip-b-pondok-aren-tangerang-selatan?redirection_source=list%20kos%20result%20boundary
Kost Marlaba 3 Tipe A Bojong Gede Bogor;Rully Sitohang;Bogor;Kecamatan Bojong Gede;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; Kasur; Ventilasi; Dapur Pribadi; Jendela; Wastafel; Kipas Angin; K. Mandi Dalam; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower; Bak mandi; R. Tamu; R. Jemur; R. Makan; Dapur; Balcon; Jemuran; R. Keluarga; Parkir Motor";Kamar penuh,lihat tipe kamar lainnya;Rp50.000/hari;Rp1.300.000;Not found;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-bogor-kost-campur-eksklusif-kost-marlaba-3-tipe-a-bojong-gede-bogor?redirection_source=list%20kos%20result%20boundary
Kost Marlaba 4 Bojonggede Bogor;Rully Sitohang;Bogor;Kecamatan Bojonggede;3 x 4 meter;Termasuk listrik (implied);N/A;"3 x 4 meter; Termasuk listrik; Kasur; Lemari Baju; Ventilasi; Cermin; Jendela; Kipas Angin; Kursi; K. Mandi Dalam; Kloset Duduk; Ember mandi; Bak mandi; R. Cuci; Penjaga Kos; R. Tamu; R. Jemur; R. Santai; CCTV; Jemuran; Pengurus Kos; R. Keluarga; TV; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;N/A;Rp1.000.000;5.0;(1);2 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-kabupaten-bogor-kost-campur-eksklusif-kost-marlaba-4-bojonggede-bogor?redirection_source=list%20kos%20result%20boundary
Kost Maura Margonda Beji Depok;Mahdi Rinaldi;Depok;Beji;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Jendela; Kursi; Guling; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; Laundry; Penjaga Kos; R. Jemur; Dapur; Jemuran; Jual Makanan; Pengurus Kos; Parkir Motor; Parkir Sepeda";Tersisa3 kamar;N/A;Rp1.300.000;4.6;Not found;1 transaksi berhasil di kos ini;Kos Putra;Diskon 110rb;https://mamikos.com/room/kost-kota-depok-kost-putra-eksklusif-kost-maura-margonda-beji-depok-1?redirection_source=list%20kos%20result%20boundary
Kost Mauza Tipe A Karang Tengah Tangerang;Dwi Astuti;Tangerang;Karang Tengah;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Bantal; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; Dapur; Jemuran; Parkir Motor; Parkir Sepeda";Tersisa1 kamar;N/A;Rp850.000;5.0;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-tangerang-kost-campur-murah-kost-mauza-tipe-a-karang-tengah-tangerang-2?redirection_source=list%20kos%20result%20boundary
Kost Mawar 1 Pamulang Tangerang Selatan;Dimvy Rusefani Asetya;Tangerang Selatan;Kecamatan Pamulang;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Kulkas; Lemari Baju; Ventilasi; Bantal; Cermin; Guling; Kloset Jongkok; K. Mandi Luar; Ember mandi; Wastafel; Bak mandi; WiFi; R. Cuci; R. Tamu; R. Jemur; R. Santai; Dapur; Dispenser; Balcon; Jemuran; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda";Tersisa1 kamar;N/A;Rp1.100.000;Not found;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-kota-tangerang-selatan-kost-putri-eksklusif-kost-mawar-1-pamulang-tangerang-selatan?redirection_source=list%20kos%20result%20boundary
Kost Mawar Residence Kober Beji Depok;Pemilik Kos Mawar Residence;Depok;Kecamatan Beji;3 x 4 meter;Termasuk listrik (implied);N/A;"3 x 4 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Kursi; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; Mushola; R. Santai; Dapur; TV; Parkir Mobil; Parkir Motor; Parkir Sepeda";N/A;N/A;Rp865.000;Not found;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-kota-depok-kost-putri-murah-kost-mawar-residence-kober-beji-depok?redirection_source=list%20kos%20result%20boundary
Kost Maxwell Pd Cabe Pamulang Tangerang Selatan;Eddy Poernomo;Tangerang Selatan;Pamulang;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Guling; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Cuci; R. Tamu; R. Jemur; R. Santai; Dapur; Dispenser; Balcon; CCTV; Gazebo; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda";Tersisa2 kamar;Rp500.000;Rp1.500.000;5.0;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kota-tangerang-selatan-kost-campur-eksklusif-kost-maxwell-pd-cabe-pamulang-tangerang-selatan?redirection_source=list%20kos%20result%20boundary
Kost MD 41 Residence Tipe A Jatinegara Jakarta Timur;Griya Lestari Kost;Jakarta Timur;Jatinegara;3 x 3 meter;Termasuk listrik (implied);N/A;"3 x 3 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; Guling; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; R. Tamu; R. Jemur; R. Santai; Dapur; Dispenser; CCTV; Jemuran; Kartu Akses; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp150.000;Rp1.975.000;Not found;Not found;Not found;Kos Putra;Not found;https://mamikos.com/room/kost-kota-jakarta-timur-kost-putra-eksklusif-kost-md-41-residence-tipe-a-jatinegara-jakarta-timur?redirection_source=list%20kos%20result%20boundary
Kost Md Tipe A Serpong Tangerang Selatan;erlika mahadi;Tangerang Selatan;Kecamatan Serpong;3 x 5 meter;Tidak termasuk listrik;N/A;"3 x 5 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Bantal; Cermin; Dapur Pribadi; Kipas Angin; Wastafel; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Bak mandi; WiFi; Jemuran; Rooftop; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;N/A;Rp1.100.000;Not found;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kota-tangerang-selatan-kost-campur-eksklusif-kost-md-tipe-a-serpong-tangerang-selatan?redirection_source=list%20kos%20result%20boundary
Kost Me Cikarang Selatan Bekasi;Timotius Harli;Bekasi;Cikarang Selatan;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Cermin; Guling; Jendela; Kursi; Wastafel; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; Laundry; R. Santai; Dapur; Dispenser; TV; Jemuran; K. Mandi Luar; Pengurus Kos; Parkir Mobil; Parkir Motor; Parkir Sepeda";Tersisa1 kamar;N/A;Rp1.500.000;4.8;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kabupaten-bekasi-kost-campur-eksklusif-kost-me-cikarang-selatan-bekasi-2?redirection_source=list%20kos%20result%20boundary
Kost Meadow Green Lippo Double Bed Cikarang Selatan Bekasi;Irwan T;Bekasi;Cikarang Selatan;3 x 4 meter;Tidak termasuk listrik;N/A;"3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Cleaning service; Jendela; Kursi; Bantal; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; Laundry; R. Tamu; R. Makan; R. Santai; Dapur; Dispenser; CCTV; Pengurus Kos; Parkir Mobil; Parkir Motor; Parkir Sepeda";Tersisa1 kamar;Rp600.000;Rp2.800.000;5.0;(5);8 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-kabupaten-bekasi-kost-campur-eksklusif-kost-meadow-green-lippo-double-bed-cikarang-selatan-bekasi?redirection_source=list%20kos%20result%20boundary
